"""How does Amazon Kendra improve its machine learning models?""","""In order to provide a continuously improving search experience, Amazon Kendra captures the activities during searches (clicks, thumbs up or down) and will surface metrics and insights to you so that you can make improvements. Amazon Kendra's machine learning models are regularly retrained and tuned for each customer by capturing end-user search patterns and feedback. For example, when users search for 'How do I change my health benefits?', multiple HR and benefit documents will compete for a top spot. Although more recent documents can be ranked higher in the list, this criterion alone might not be sufficient to win the top spot on the list. However, as interest grows for the latest year’s enrollment instructions and users start opening it more than the older ones, the Kendra model will learn to increasingly prioritize the new document towards the top of the list. Improvements to a customer’s models are not shared with other customers."""
"""Is Kendra's incremental / continuous learning shared across customers?""","""Amazon Kendra's machine learning models are regularly retrained and tuned for each customer by analyzing and incorporating end-user search patterns and feedback. Improvements to a customer’s models are not shared with other customers."""
"""Does Amazon Kendra use my content to improve machine learning models for other customers?""","""Content processed by Amazon Kendra is not used to develop or improve the quality of Amazon Kendra for other customers or other Amazon machine-learning/artificial-intelligence technologies."""
"""How does Amazon Kendra handle security?""","""Amazon Kendra conforms to the AWS shared responsibility model, which includes regulations and guidelines for data protection. You must create an AWS Identity and Access Management (IAM) policy before you create the Amazon Kendra resource. The Amazon Kendra console enables you to create a new IAM role or to choose an IAM existing role to use. Amazon Kendra encrypts your data in motion and rest. At rest, with your choice of an encryption key. You can choose one of the following: An AWS owned customer master key (CMK). If you don't specify an encryption key your data is encrypted with this key by default; An AWS managed CMK in your account; A customer managed CMK. In motion, Amazon Kendra uses the HTTPS protocol to communicate with your client application. It uses HTTPS and AWS signatures to communicate with other services on your application's behalf (published API calls to access Amazon Kendra through the network use Transport Layer Security (TLS) that must be supported by the client)."""
"""How does Amazon Kendra handle data privacy?""","""Amazon Kendra encrypts your data in motion and rest. At rest, with your choice of an encryption key. You can choose one of the following: An AWS owned customer master key (CMK). If you don't specify an encryption key your data is encrypted with this key by default; An AWS managed CMK in your account; A customer managed CMK. In motion, Amazon Kendra uses the HTTPS protocol to communicate with your client application. It uses HTTPS and AWS signatures to communicate with other services on your application's behalf (published API calls to access Amazon Kendra through the network use Transport Layer Security (TLS) that must be supported by the client). Content processed by Amazon Kendra is not used to develop or improve the quality of Amazon Kendra for other customers or other Amazon machine-learning/artificial-intelligence technologies."""
"""Does Amazon Kendra limit access to users based on access control?""","""Amazon Kendra enables you to filter a query response to remove documents from the results based on user name and group membership. The user and group information must be provided by the customer’s search app as part of the Kendra API call. Connectors pull the ACLs at the document level from the repositories, and Kendra indexes them along with the extracted text. Customers can choose to leverage those ACLs to filter results, or can use a different field in the content (other metadata like region, language or LOB if present in the data) to filter results. For file systems specifically, you could either use patterns in the paths to determine LOB or region, or for more flexibility, they could copy data to S3 to use our S3 connector metadata file ingestion option. Later this year we plan to have a solution for customers to only have to pass Kendra the user ID, Kendra would do the user-to-group expansion to filter the results."""
"""How can Amazon Kendra restrict access to information based on user permissions?""","""Amazon Kendra enables you to filter a query response to remove documents from the results based on user name and group membership. The user and group information must be provided by the customer’s search app as part of the Kendra API call. Connectors pull the ACLs at the document level from the repositories, and ""Kendra indexes them along with the extracted text. Customers can choose to leverage those ACLs to filter results, or can use a different field in the content (other metadata like region, language or LOB if present in the data) to filter results. For file systems specifically, you could either use patterns in the paths to determine LOB or region, or for more flexibility, they could copy data to S3 to use our S3 connector metadata file ingestion option. Later this year we plan to have a solution for customers to only have to pass Kendra the user ID, Kendra would do the user-to-group expansion to filter the results. For more information please visit https://docs.aws.amazon.com/kendra/latest/dg/user-context-filter.html"" "
"""Does Amazon Kendra support user access management?""","""Amazon Kendra conforms to the AWS shared responsibility model, which includes regulations and guidelines for data protection. You must create an AWS Identity and Access Management (IAM) policy before you create the Amazon Kendra resource. The Amazon Kendra console enables you to create a new IAM role or to choose an IAM existing role to use. For additional information, please see https://docs.aws.amazon.com/kendra/latest/dg/user-context-filter.html"""
"""Can Amazon Kendra filter on user context?""","""Amazon Kendra enables you to filter a query response to remove documents from the result based on a user name and group membership. User context filtering depends on two things:
1) Setting attributes on the indexed documents.
2) Including user and group information when querying the index.

Use user context to filter documents based on user and group membership. If no user and group information is included in the query, Amazon Kendra returns all documents. You can add a user or a group to either an allow list or a deny list for the document. If a user or group is added to the deny list, the document is filtered out of any query that contains the user or group. You specify the user and group information when you query the index using the built-in attributes ""_user_id"" and ""_group_ids"". You can set up to 100 group identifiers.

Amazon Kendra does not match users to groups. When you use user-context filtering, you must include all of the groups that a user belongs to when you make the query. For example, if a user belongs to two groups, ""HR"" and ""IT,"" you must include both groups in the request.

The following example shows a request that filters the query response based on the user ID and groups. The query will return any document that has the user or the ""HR"" or ""IT"" groups in the allow list. If the user or either group is in the deny list for a document, the document will not be returned.

response = kendra.query(
    QueryText = query,
    IndexId = index,
    AttributeFilter = {
        ""OrAllFilters"": [
            {
                ""EqualsTo"": {
                    ""Key"": ""_user_id"",
                    ""Value"": {
                        ""StringValue"": ""user1""
                    }
                 }
            },
            {
                ""EqualsTo"": {
                    ""Key"": ""_group_ids"",
                    ""Value"": {
                        ""StringListValue"": [""HR"", ""IT""]
                    }
                }
            }
        ]
    }
    )
User context filtering isn't an authentication or authorization control for your content. It doesn't do user authentication on the user and groups sent to the Query operation. It is up to your application to ensure that the user and group information sent to Query operation is authenticated and authorized. There is an implementation of user context filtering for each data source. For more information please see https://docs.aws.amazon.com/kendra/latest/dg/user-context-filter.html. """
"""Is Amazon Kendra integrated with Amazon Macie?""","""You can potentially use AWS Macie or NLP to identify PHI or PII in sensitive content and remove it prior to ingestion into Kendra. Handling PII is not in the current roadmap but could be part of the content pipeline prior to ingestion. """
"""How can I remove personal identifyable information (PII) from search results?""","""You can potentially use AWS Macie or NLP to identify PHI or PII in sensitive content and remove it prior to ingestion into Kendra. Handling PII is not in the current roadmap but could be part of the content pipeline prior to ingestion. """
"""Does Amazon Kendra use encryption?""","""Amazon Kendra encrypts your data in motion and rest. At rest, with your choice of an encryption key. You can choose one of the following: An AWS owned customer master key (CMK). If you don't specify an encryption key your data is encrypted with this key by default; An AWS managed CMK in your account; A customer managed CMK. In motion, Amazon Kendra uses the HTTPS protocol to communicate with your client application. It uses HTTPS and AWS signatures to communicate with other services on your application's behalf (published API calls to access Amazon Kendra through the network use Transport Layer Security (TLS) that must be supported by the client)."""
"""What logging, analytics and monitoring does Amazon Kendra offer?""","""Kendra provides basic operational metrics like top queries, top documents, and queries per day. Kendra will also provide common quality metrics such as Mean Reciprocal Rank (MRR) and explicit feedback, i.e. thumbs up or down counts. You can use this information to create more relevant FAQs, boost certain data sources with more authoritative content, or train your customer support teams on commonly asked questions. Confidence scores will be exposed soon by Kendra’s API as confidence buckets (very high, high, medium, low). To monitor Amazon Kendra API calls, you can use AWS CloudTrail. To monitor the status of your jobs, use Amazon CloudWatch Logs. Amazon Kendra is not in scope of any AWS compliance programs."""
"""Does Amazon Kendra log search results accuracy?""","""Kendra provides basic operational metrics like top queries, top documents, and queries per day. Kendra will also provide common quality metrics such as Mean Reciprocal Rank (MRR) and explicit feedback, i.e. thumbs up or down counts. You can use this information to create more relevant FAQs, boost certain data sources with more authoritative content, or train your customer support teams on commonly asked questions. Confidence scores will be exposed soon by Kendra’s API as confidence buckets (very high, high, medium, low)."""
"""Can I add custom connectors?""","""Customers can write their own connectors from scratch and our public APIs will enable these connectors to work. Customers can also work with one of AWS enterprise search partners that have a portfolio of connectors that can be adapted to work with Kendra. If you plan to build your own connector, it can be cloud hosted or installed on premise as the case may be and needs to have the capability to be run at a regular cadence and sync the documents from repositories (like Dropbox, SharePoint etc.) in a Kendra index. Recurring connector runs should be able to perform incremental ingestion (not pulling the document which are already indexed)."""
"""Does Kendra support custom connectors?""","""Customers can write their own connectors from scratch and our public APIs will enable these connectors to work. Customers can also work with one of AWS enterprise search partners that have a portfolio of connectors that can be adapted to work with Kendra. If you plan to build your own connector, it can be cloud hosted or installed on premise as the case may be and needs to have the capability to be run at a regular cadence and sync the documents from repositories (like Dropbox, SharePoint etc.) in a Kendra index. Recurring connector runs should be able to perform incremental ingestion (not pulling the document which are already indexed)."""
"""Does Amazon Kendra integrate with Amazon Lex?""","""Yes. We have Amazon Lex and Amazon Kendra integrated using Lambda functions and we are working on a native integration. Amazon Lex uses Fallback Intent for out of domain utterances that does not match any pre-configured intent. This fallback intent uses Lambda functions to pass queries to Amazon Kendra. Lex recieves the response from Kendra and passes it back to the Lex user. """
"""Does Amazon Kendra integrate with Chatbots?""","""Yes. Amazon Kendra can be used in chat application (conversational interface) to answer user queries that are out of scope for the chatbot. We have Amazon Lex and Amazon Kendra integrated using Lambda functions and we are working on a native integration. Amazon Lex uses Fallback intent for out of domain utterences that does not match any pre-configured intent. This fallback intent uses Lambda functions to pass queries to Amazon Kendra. Lex recieves the response from Kendra and passes it back to the Lex user. """
"""Is the Kendra user interface (UI) desktop and mobile friendly?""","""Mobile rendering is not there yet, but customers can adapt it into mobile frameworks."""
"""How does Amazon Kendra integrate with my data sources?""","""Amazon Kendra eliminates the heavy lifting involved in building search applications by providing a wide range of native cloud and on-premises connectors to popular sources such as Amazon S3, OneDrive, RDS, Salesforce, and SharePoint. Connectors will maintain document access rights and can be scheduled to automatically sync your index with your data source, so you're always securely searching through the most up to date content. For other data source types, Kendra offers an API that allows you to build your own connector and upload documents from your ETL job or back-end application."""
"""What connectors does Amazon Kendra support?""","""Amazon Kendra currently provides connectors for Amazon S3, SharePoint Online, Servicenow, Salesforce, RDS, OneDrive, Confluence on-prem and cloud versions. We plan to laucnh many more including a Web Crawler, file systems, Google Drive, Jira, and more. """
"""Can I build my own connectors?""","""Customers can write their own connectors from scratch and our public APIs will enable these connectors to work. Customers can also work with one of AWS enterprise search partners that have a portfolio of connectors that can be adapted to work with Kendra. If you plan to build your own connector, it can be cloud hosted or installed on premise as the case may be and needs to have the capability to be run at a regular cadence and sync the documents from repositories (like Dropbox, SharePoint etc.) in a Kendra index. Recurring connector runs should be able to perform incremental ingestion (not pulling the document which are already indexed). """
"""What is Kendra's 5MB extracted data limit?""","""Kendra has a limit of 5MB of extracted data. This means that the amount of text contained in a given PDF, Word, or HTML file cannot exceed 5MB for Kendra to index. The raw file itself also has a 50MB limit above which we will not try to extract text from."""
"""Does Kendra support Video or Audio files for search?""","""Customers can use Amazon Textract, Amazon Rekognition, and Amazon Transcribe in a pre-processing stage to extract the text and entities from media files, and then send that to Kendra for indexing. In the future, we plan to streamline the pipeline by adding these options directly in the connector configuration UI with checkboxes such as 'Transcribe Audio', 'Analyze Video', 'Extract Entities'"""
"""Can we train Kendra to learn the right answers?""","""Amazon Kendra's machine learning models are regularly retrained and tuned for each customer by analyzing and incorporating end-user search patterns and feedback. Custom reading comprehension (RC) is not yet supported because it requires thousands of training signals to move the needle. That said, incremental learning will improve the candidate documents from which reading comprehension pulls the answers, so it should improve RC results too."""
"""Can users apply their own style (CSS) to Kendra's user interface?""","""Yes. The UI deploy option is completely customizable. Kendra returns a JSON object, so you have full control of the end-user UX."""
"""What is the level of SharePoint access required to connect it as a data source for Kendra (access type and whether access is one-time or continuous)?""","""Amazon Kendra requires credentials to access the SharePoint site. The SharePoint user must have administrative permission to the SharePoint sites that you want to index. If you are using the console to create your data source, you can enter the credentials there or you can choose an existing AWS Secrets Manager secret. If you are using the API, you must provide the Amazon Resource Name (ARN) of the secret. The secret must contain the user name and password that Amazon Kendra uses to access the SharePoint site in a JSON structure. 
Please see more information in Kendra’s developer guide: https://docs.aws.amazon.com/kendra/latest/dg/data-source-sharepoint.html"""
"""Where does Kendra index the data?""","""Amazon Kendra conforms to the AWS shared responsibility model, which includes regulations and guidelines for data protection. You must create an AWS Identity and Access Management (IAM) policy before you create the Amazon Kendra resource. The Amazon Kendra console enables you to create a new IAM role or to choose an IAM existing role to use. The indices created are stored in the cloud. Amazon Kendra encrypts your data in motion and rest. At rest, with your choice of an encryption key. You can choose one of the following: An AWS owned customer master key (CMK). If you don't specify an encryption key your data is encrypted with this key by default; An AWS managed CMK in your account; A customer managed CMK. In motion, Amazon Kendra uses the HTTPS protocol to communicate with your client application. It uses HTTPS and AWS signatures to communicate with other services on your application's behalf (published API calls to access Amazon Kendra through the network use Transport Layer Security (TLS) that must be supported by the client). Please see more information in Kendra’s developer guide: https://docs.aws.amazon.com/kendra/latest/dg/security.html"""
"""Where are the indices stored and any pertinent security information?""","""Amazon Kendra conforms to the AWS shared responsibility model, which includes regulations and guidelines for data protection. You must create an AWS Identity and Access Management (IAM) policy before you create the Amazon Kendra resource. The Amazon Kendra console enables you to create a new IAM role or to choose an IAM existing role to use. The indices created are stored in the cloud. Amazon Kendra encrypts your data in motion and rest. At rest, with your choice of an encryption key. You can choose one of the following: An AWS owned customer master key (CMK). If you don't specify an encryption key your data is encrypted with this key by default; An AWS managed CMK in your account; A customer managed CMK. In motion, Amazon Kendra uses the HTTPS protocol to communicate with your client application. It uses HTTPS and AWS signatures to communicate with other services on your application's behalf (published API calls to access Amazon Kendra through the network use Transport Layer Security (TLS) that must be supported by the client). Please see more information in Kendra’s developer guide: https://docs.aws.amazon.com/kendra/latest/dg/security.html"""
"""Where is the index stored and any pertinent security information?""","""Amazon Kendra conforms to the AWS shared responsibility model, which includes regulations and guidelines for data protection. You must create an AWS Identity and Access Management (IAM) policy before you create the Amazon Kendra resource. The Amazon Kendra console enables you to create a new IAM role or to choose an IAM existing role to use. The indices created are stored in the cloud. Amazon Kendra encrypts your data in motion and rest. At rest, with your choice of an encryption key. You can choose one of the following: An AWS owned customer master key (CMK). If you don't specify an encryption key your data is encrypted with this key by default; An AWS managed CMK in your account; A customer managed CMK. In motion, Amazon Kendra uses the HTTPS protocol to communicate with your client application. It uses HTTPS and AWS signatures to communicate with other services on your application's behalf (published API calls to access Amazon Kendra through the network use Transport Layer Security (TLS) that must be supported by the client). Please see more information in Kendra’s developer guide: https://docs.aws.amazon.com/kendra/latest/dg/security.html"""
"""Is there a limit to the number of documents that a single Amazon Kendra instance can handle?""","""Our distributed infrastructure allows Kendra to scale to hundreds of millions of documents without any issues. However, the underlying architecture can scale up to 100 nodes per cluster on a single Kendra 'instance/index' that is capable of handling orders of magnitude many millions of documents. Our models process the top candidate documents indexed hence the number of documents making up the entire index has no impact on the inference scalability. The only bottleneck is the first time indexing a large number (e.g. 20M) documents. This may take a long time however, subsequent incremental updates will be much faster."""
"""How does Amazon Kendra scale with more documents?""","""Our distributed infrastructure allows Kendra to scale to hundreds of millions of documents without any issues. However, the underlying architecture can scale up to 100 nodes per cluster on a single Kendra 'instance/index' that is capable of handling orders of magnitude many millions of documents. Our models process the top candidate documents indexed hence the number of documents making up the entire index has no impact on the inference scalability. The only bottleneck is the first time indexing a large number (e.g. 20M) documents. This may take a long time however, subsequent incremental updates will be much faster."""
"""Does Amazon Kendra provide granular IAM controls to support vertical segmentation through tags or wildcard?""","""Yes (Tags not supported yet)"""
"""Does Amazon Kendra has a resource policy and support granular controls?""","""Yes."""
"""Does Amazon Kendra support tagging in Cloud Formation?""","""No."""
"""Does Amazon Kendra support KMS with customer managed keys?""","""Yes."""
"""Does Amazon Kendra support VPC through endpoints/PrivateLink or running within the VPC?""",Yes
"""Does Amazon Kednra support CloudTrail?""","""Yes. To monitor Amazon Kendra API calls, you can use AWS CloudTrail. To monitor the status of your jobs, use Amazon CloudWatch Logs."""
"""Does Amazon Kendra support CloudWatch?""","""Yes. To monitor Amazon Kendra API calls, you can use AWS CloudTrail. To monitor the status of your jobs, use Amazon CloudWatch Logs."""
"""Does Amazon Kendra support data audit logging if applicable (insert, update, delete)?""","""No."""
"""Does Amazon Kendra upport API, Object Storage and Containerization?""","""No (Containerization is not supported)"""
"""Does Amazon Kendra support TLS 1.2 or better for in-transit encryption?""","""Yes."""
"""Is Amazon Kendra codified in Service Catalog for consumption?""","""No."""
"""How does Amazon Kendra provide high availability?""","""Amazon Kendra is implemented as a  multi-AZ (availability zones) within the AWS Region it is deployed in."""
"""Does Amazon Kendra support snapshots or backups within and across regions?""","""Yes."""
"""Does Amazon Kendra use ElasticSearch under the hood?""","""Kendra was built from the ground up with state of the art NLU models and algorithms developed by AWS AI. So the Kendra index uses a special combination of semantic models, document analysis and indexing techniques that go way beyond the traditional ES index in order to find precise answers in millions of documents, something traditional indexes are unable to do."""
"""Does Amazon Kendra use ElasticSearch under for indexing documents?""","""Kendra was built from the ground up with state of the art NLU models and algorithms developed by AWS AI. So the Kendra index uses a special combination of semantic models, document analysis and indexing techniques that go way beyond the traditional ES index in order to find precise answers in millions of documents, something traditional indexes are unable to do."""
"""Are Amazon Kendra analytics captured and available through an API?""",Not yet
"""What is the SharePoint configuration needed to use Amazon Kendra SharePoint Online connector?""","""The key requirement is for the credentials used to crawl SharePoint to have admin rights in order to pull ACLs, meta-data and all the documents stored in SharePoint. Aside from that, the Amazon Kendra Developer Guide will walk you through the configuration: https://docs.aws.amazon.com/kendra/latest/dg/data-source-sharepoint.html"""
"""How does Amazon Kendra manage network isolation and inter-network traffic privacy?""","""All our services (internal and external facing) live in isolated VPC and speak to each other over TLS 1.2 using a robust authentication protocol."""
"""How does Amazon Kendra integrate with the corporate network?""","""Amazon Kendra is a cloud service with options (APIs, code samples) to deploy the search functionality in customer applications inside the corporate network."""
"""How does Amazon Kendra handles encrypted data at rest, encrypted data in transit and encryption key management?""","""Amazon Kendra conforms to the AWS shared responsibility model, which includes regulations and guidelines for data protection. You must create an AWS Identity and Access Management (IAM) policy before you create the Amazon Kendra resource. The Amazon Kend"
"""How does Amazon Kendra manage restrictive access and security management?""","""All our services (internal and external facing) live in isolated VPC and speak to each other over TLS 1.2 using a robust authentication protocol."""
"""Does Amazon Kendra utilize authentication and authorization of users for access to resources?""","""Amazon Kendra delivers a highly secure enterprise search for your search applications. Your search results reflect the security model of your organization. Customers are responsible for authenticating and authorizing users to gain access to their search application. At search time, the Kendra service filters search results based on user ID provided by the customer’s search application, and document ACLs collected by the Kendra connectors during crawl/indexing time. The search results simply return URLs pointing back to the original document repositories, therefore document access control is still enforced by the original repository."""
"""Does Amazon Kendra provide auditing of all interactions?""","""Amazon Kendra is integrated with Amazon CloudTrail and all API calls can be tracked by customers."""
"""Does Amazon Kendra provide alerting and incident management?""",Kendra does not provide this in the console yet.
What connectors does Amazon Kendra currently have? ,"S3, SharePoint Online, Databases, OneDrive, Salesforce, Servicenow, Confluence,  Google Drive
Coming soon: file systems (SMB), Web crawler, SharePoint on prem, Box, Dropbox, Exchange, Jira, Zendesk, and Jive"
Does Amazon Kendra work with Amazon Neptune? ,"Yes, you can easily integrate Amazon Kendra and Amazon Neptune, a graph database to complement Kendra’s cognitive search with graph-based navigation and discovery around document properties and semantic relationship."
Can you add a chatbot or conversational interface to Amazon Kendra? ,"Yes, many of our customers add Amazon Lex as a front-end to Amazon Kendra and create a powerful QnA bot"
